Date,ID,Customer_Name,Product_ID,Product,Sales
4/29/19,C006,Jeremy Vasquez,281914369-5,Web Hosting,718
11/9/19,C202,Joe Carroll,788959641-3,Networking,971
4/23/19,C155,Gregory Welch,542176934-8,Financial Reporting,175
4/4/19,C110,Samuel Price,271951398-9,Power BI Consulting,159
3/9/19,C194,Lawrence Sanchez,281914369-5,Web Hosting,241
1/7/19,C076,Eric Armstrong,788959641-3,Networking,810
11/13/19,C078,Eugene Brooks,094714157-X,Consulting,769
9/21/19,C190,Victor Rogers,782417101-9,AWS Consulting,243
8/18/19,C202,Joe Carroll,782417101-9,AWS Consulting,520
6/6/19,C162,John Robertson,542176934-8,Financial Reporting,593
8/27/19,C086,Joshua Williams,782417101-9,AWS Consulting,786
7/14/19,C225,Eric Moore,281914369-5,Web Hosting,378
12/5/19,C252,Roger Tucker,788959641-3,Networking,784
8/3/19,C137,Charles Bell,788959641-3,Networking,977
4/2/19,C111,Howard Morgan,949632246-8,Azure Consulting,276
10/5/19,C101,Charles Hughes,941254104-X,Element Training,228
6/5/19,C044,Samuel Fowler,788959641-3,Networking,638
10/11/19,C197,Peter Castillo,847676762-5,Linux Consulting,509
11/17/19,C109,Craig Reyes,847676762-5,Linux Consulting,717
7/23/19,C169,Johnny Butler,542176934-8,Financial Reporting,78
3/31/19,C254,Christopher Miller,949632246-8,Azure Consulting,755
12/12/19,C239,Walter Woods,949632246-8,Azure Consulting,423
9/24/19,C140,Billy Evans,782417101-9,AWS Consulting,431
2/28/19,C194,Lawrence Sanchez,949632246-8,Azure Consulting,856
3/25/19,C153,Mark Lee,271951398-9,Power BI Consulting,864
11/17/19,C162,John Robertson,782417101-9,AWS Consulting,853
7/17/19,C263,Jesse Alvarez,847676762-5,Linux Consulting,55
3/1/19,C216,Jonathan Freeman,949632246-8,Azure Consulting,469
2/26/19,C030,Shawn Cook,941254104-X,Element Training,935
7/20/19,C231,Gary Baker,542176934-8,Financial Reporting,238
6/7/19,C222,Juan Hunt,949632246-8,Azure Consulting,410
1/13/19,C161,Fred Romero,271951398-9,Power BI Consulting,190
3/8/19,C261,Raymond Allen,941254104-X,Element Training,637
10/18/19,C196,Jeremy Porter,847676762-5,Linux Consulting,854
12/18/19,C263,Jesse Alvarez,542176934-8,Financial Reporting,618
11/17/19,C039,Anthony Berry,733547075-7,Web Design,510
7/24/19,C173,Adam Wheeler,733547075-7,Web Design,34
3/8/19,C049,Donald Reynolds,941254104-X,Element Training,858
6/30/19,C158,Daniel Barnes,281914369-5,Web Hosting,384
6/15/19,C212,Wayne Gardner,281914369-5,Web Hosting,168
7/29/19,C142,Phillip Harvey,847676762-5,Linux Consulting,515
3/1/19,C064,Philip Wheeler,094714157-X,Consulting,311
9/26/19,C157,Aaron Johnson,271951398-9,Power BI Consulting,562
6/10/19,C150,Gregory Ramirez,542176934-8,Financial Reporting,339
10/3/19,C062,Walter Watson,847676762-5,Linux Consulting,90
6/17/19,C109,Craig Reyes,782417101-9,AWS Consulting,584
8/2/19,C145,Randy Simpson,949632246-8,Azure Consulting,48
12/11/19,C146,Russell Boyd,782417101-9,AWS Consulting,232
5/1/19,C260,Edward Walker,542176934-8,Financial Reporting,703
9/12/19,C078,Eugene Brooks,788959641-3,Networking,78
3/17/19,C194,Lawrence Sanchez,782417101-9,AWS Consulting,755
4/14/19,C198,Victor Dean,941254104-X,Element Training,785
12/5/19,C098,Louis White,941254104-X,Element Training,90
4/27/19,C124,Thomas Gonzales,542176934-8,Financial Reporting,985
5/15/19,C122,Benjamin Morgan,847676762-5,Linux Consulting,94
12/26/19,C015,Jason Duncan,782417101-9,AWS Consulting,758
7/11/19,C067,Gerald Alvarez,281914369-5,Web Hosting,564
9/11/19,C174,Peter Wells,782417101-9,AWS Consulting,597
1/2/19,C169,Johnny Butler,941254104-X,Element Training,365
1/20/19,C144,Louis Johnston,733547075-7,Web Design,913
8/27/19,C261,Raymond Allen,847676762-5,Linux Consulting,385
7/14/19,C026,Jerry Green,788959641-3,Networking,517
1/16/19,C164,Stephen Andrews,941254104-X,Element Training,740
7/2/19,C254,Christopher Miller,949632246-8,Azure Consulting,603
11/11/19,C235,Mark Simmons,094714157-X,Consulting,89
7/10/19,C048,Patrick Graham,542176934-8,Financial Reporting,423
7/4/19,C073,Bruce Hamilton,281914369-5,Web Hosting,289
2/4/19,C137,Charles Bell,847676762-5,Linux Consulting,479
5/27/19,C238,Terry Payne,542176934-8,Financial Reporting,237
3/16/19,C095,Frank Mason,733547075-7,Web Design,901
10/23/19,C086,Joshua Williams,542176934-8,Financial Reporting,257
5/19/19,C230,Larry Ray,542176934-8,Financial Reporting,544
3/12/19,C156,Joshua Anderson,941254104-X,Element Training,388
2/17/19,C073,Bruce Hamilton,941254104-X,Element Training,641
5/14/19,C237,Richard Peterson,094714157-X,Consulting,708
12/13/19,C115,Brian Taylor,949632246-8,Azure Consulting,417
1/10/19,C083,Raymond Barnes,281914369-5,Web Hosting,275
4/2/19,C041,Shawn Wallace,941254104-X,Element Training,746
5/23/19,C103,Samuel Stewart,847676762-5,Linux Consulting,362
12/15/19,C223,Scott Mills,941254104-X,Element Training,817
1/4/19,C182,Harold Matthews,542176934-8,Financial Reporting,255
7/20/19,C117,Jason Hudson,941254104-X,Element Training,451
12/31/19,C135,Robert Jackson,733547075-7,Web Design,588
11/15/19,C202,Joe Carroll,281914369-5,Web Hosting,390
4/12/19,C081,Eric Ward,733547075-7,Web Design,35
12/8/19,C185,Eric Bowman,788959641-3,Networking,945
7/11/19,C170,Jason Diaz,949632246-8,Azure Consulting,829
7/8/19,C233,Justin Butler,847676762-5,Linux Consulting,633
12/11/19,C175,Wayne Rodriguez,281914369-5,Web Hosting,587
5/21/19,C199,Eugene Cunningham,281914369-5,Web Hosting,601
2/3/19,C104,Raymond Burke,094714157-X,Consulting,140
4/25/19,C049,Donald Reynolds,281914369-5,Web Hosting,263
4/19/19,C099,Jack Stevens,281914369-5,Web Hosting,422
5/2/19,C015,Jason Duncan,271951398-9,Power BI Consulting,262
6/17/19,C115,Brian Taylor,941254104-X,Element Training,954
10/23/19,C120,Juan Lawrence,847676762-5,Linux Consulting,631
4/7/19,C165,Benjamin Carter,733547075-7,Web Design,944
4/26/19,C096,George Stanley,542176934-8,Financial Reporting,933
2/1/19,C154,George Adams,281914369-5,Web Hosting,323
6/8/19,C017,James Castillo,782417101-9,AWS Consulting,586
2/10/19,C232,George Ellis,847676762-5,Linux Consulting,269
11/10/19,C157,Aaron Johnson,542176934-8,Financial Reporting,724
6/20/19,C033,Jonathan Hawkins,788959641-3,Networking,51
7/12/19,C255,Gregory Porter,941254104-X,Element Training,418
5/22/19,C220,Carl Collins,094714157-X,Consulting,46
8/12/19,C263,Jesse Alvarez,094714157-X,Consulting,878
9/13/19,C103,Samuel Stewart,782417101-9,AWS Consulting,396
8/5/19,C258,Daniel Perry,788959641-3,Networking,150
2/22/19,C158,Daniel Barnes,542176934-8,Financial Reporting,754
10/2/19,C139,Russell Bailey,094714157-X,Consulting,267
5/1/19,C156,Joshua Anderson,941254104-X,Element Training,881
10/27/19,C077,Edward Mason,271951398-9,Power BI Consulting,49
5/14/19,C049,Donald Reynolds,941254104-X,Element Training,183
8/12/19,C125,Jonathan Lynch,094714157-X,Consulting,923
5/31/19,C234,Louis Harris,094714157-X,Consulting,370
11/7/19,C059,Douglas Diaz,941254104-X,Element Training,395
9/14/19,C047,Roy Rice,542176934-8,Financial Reporting,988
7/30/19,C101,Charles Hughes,949632246-8,Azure Consulting,89
11/6/19,C192,Sean Vasquez,271951398-9,Power BI Consulting,335
10/16/19,C066,Matthew Lewis,847676762-5,Linux Consulting,514
5/24/19,C188,Nicholas Morrison,782417101-9,AWS Consulting,839
3/25/19,C046,Douglas Tucker,941254104-X,Element Training,159
12/18/19,C109,Craig Reyes,847676762-5,Linux Consulting,515
6/23/19,C071,James Foster,733547075-7,Web Design,20
6/29/19,C175,Wayne Rodriguez,733547075-7,Web Design,463
9/24/19,C141,Henry Reyes,788959641-3,Networking,241
5/3/19,C248,Jonathan Cox,788959641-3,Networking,714
12/28/19,C030,Shawn Cook,949632246-8,Azure Consulting,303
4/21/19,C027,Chris Armstrong,542176934-8,Financial Reporting,167
6/19/19,C149,Todd Price,094714157-X,Consulting,700
11/13/19,C019,Shawn Long,949632246-8,Azure Consulting,872
6/8/19,C082,Edward Wright,733547075-7,Web Design,373
2/6/19,C263,Jesse Alvarez,949632246-8,Azure Consulting,526
12/7/19,C176,Donald Collins,847676762-5,Linux Consulting,115
2/14/19,C174,Peter Wells,788959641-3,Networking,411
12/6/19,C029,Joshua Bennett,941254104-X,Element Training,803
1/26/19,C045,Joe Price,788959641-3,Networking,379
11/22/19,C182,Harold Matthews,271951398-9,Power BI Consulting,318
11/24/19,C061,Carlos Martinez,782417101-9,AWS Consulting,761
11/26/19,C195,Ernest Knight,733547075-7,Web Design,61
7/7/19,C132,Roy Carpenter,949632246-8,Azure Consulting,947
9/28/19,C081,Eric Ward,271951398-9,Power BI Consulting,894
1/21/19,C215,Joseph Lopez,782417101-9,AWS Consulting,288
7/29/19,C243,Earl Franklin,788959641-3,Networking,904
4/24/19,C098,Louis White,941254104-X,Element Training,394
3/1/19,C176,Donald Collins,094714157-X,Consulting,789
8/7/19,C007,Anthony Simpson,941254104-X,Element Training,254
10/2/19,C171,Peter Cook,949632246-8,Azure Consulting,340
8/10/19,C103,Samuel Stewart,542176934-8,Financial Reporting,405
1/11/19,C078,Eugene Brooks,281914369-5,Web Hosting,162
12/31/19,C099,Jack Stevens,788959641-3,Networking,238
10/31/19,C048,Patrick Graham,847676762-5,Linux Consulting,430
10/13/19,C082,Edward Wright,542176934-8,Financial Reporting,249
7/6/19,C054,Joseph Walker,271951398-9,Power BI Consulting,530
10/10/19,C227,Ralph Banks,847676762-5,Linux Consulting,663
1/24/19,C088,Peter Gilbert,949632246-8,Azure Consulting,706
8/23/19,C073,Bruce Hamilton,542176934-8,Financial Reporting,907
7/4/19,C082,Edward Wright,941254104-X,Element Training,238
4/29/19,C211,Christopher Kim,281914369-5,Web Hosting,664
1/28/19,C256,Aaron Moreno,271951398-9,Power BI Consulting,631
11/18/19,C061,Carlos Martinez,788959641-3,Networking,608
3/31/19,C019,Shawn Long,271951398-9,Power BI Consulting,979
1/1/19,C237,Richard Peterson,733547075-7,Web Design,129
8/15/19,C210,Samuel Palmer,782417101-9,AWS Consulting,361
10/10/19,C172,Joshua Romero,094714157-X,Consulting,428
3/17/19,C095,Frank Mason,271951398-9,Power BI Consulting,818
6/7/19,C153,Mark Lee,094714157-X,Consulting,1000
8/15/19,C089,Patrick Rivera,542176934-8,Financial Reporting,749
2/21/19,C133,Jose Riley,733547075-7,Web Design,314
4/1/19,C166,Shawn Snyder,949632246-8,Azure Consulting,217
2/11/19,C151,Antonio Morris,733547075-7,Web Design,975
5/29/19,C064,Philip Wheeler,542176934-8,Financial Reporting,670
7/19/19,C110,Samuel Price,271951398-9,Power BI Consulting,270
12/30/19,C073,Bruce Hamilton,271951398-9,Power BI Consulting,452
3/24/19,C190,Victor Rogers,949632246-8,Azure Consulting,206
4/1/19,C203,Gregory Boyd,281914369-5,Web Hosting,469
9/30/19,C043,Anthony Torres,281914369-5,Web Hosting,797
6/28/19,C081,Eric Ward,281914369-5,Web Hosting,324
9/19/19,C022,Joe Hanson,847676762-5,Linux Consulting,393
2/9/19,C151,Antonio Morris,949632246-8,Azure Consulting,746
5/26/19,C091,Matthew Fernandez,949632246-8,Azure Consulting,645
1/25/19,C057,Joe Rose,788959641-3,Networking,952
8/19/19,C063,Frank Weaver,281914369-5,Web Hosting,201
9/5/19,C187,Christopher Wright,782417101-9,AWS Consulting,413
1/6/19,C096,George Stanley,281914369-5,Web Hosting,686
7/6/19,C033,Jonathan Hawkins,281914369-5,Web Hosting,26
9/6/19,C233,Justin Butler,542176934-8,Financial Reporting,736
8/14/19,C238,Terry Payne,949632246-8,Azure Consulting,879
2/27/19,C160,Albert Robinson,847676762-5,Linux Consulting,189
6/10/19,C045,Joe Price,733547075-7,Web Design,39
2/2/19,C175,Wayne Rodriguez,941254104-X,Element Training,466
2/4/19,C017,James Castillo,271951398-9,Power BI Consulting,666
11/26/19,C240,Carlos Hunt,281914369-5,Web Hosting,215
12/8/19,C043,Anthony Torres,847676762-5,Linux Consulting,85
8/23/19,C058,David Ford,094714157-X,Consulting,207
7/13/19,C013,Bruce Butler,271951398-9,Power BI Consulting,89
7/15/19,C069,Nicholas Stanley,941254104-X,Element Training,372
6/17/19,C120,Juan Lawrence,949632246-8,Azure Consulting,659
1/20/19,C145,Randy Simpson,782417101-9,AWS Consulting,498
8/18/19,C179,Matthew Nguyen,542176934-8,Financial Reporting,286
7/6/19,C197,Peter Castillo,782417101-9,AWS Consulting,739
12/18/19,C026,Jerry Green,281914369-5,Web Hosting,850
7/3/19,C151,Antonio Morris,094714157-X,Consulting,210
8/22/19,C005,Gregory Simmons,094714157-X,Consulting,538
8/24/19,C201,Steve Sanchez,271951398-9,Power BI Consulting,102
4/21/19,C058,David Ford,733547075-7,Web Design,687
6/30/19,C252,Roger Tucker,281914369-5,Web Hosting,299
11/14/19,C227,Ralph Banks,733547075-7,Web Design,736
8/1/19,C122,Benjamin Morgan,941254104-X,Element Training,320
11/14/19,C177,Todd Watson,271951398-9,Power BI Consulting,786
12/4/19,C055,Jose Williams,782417101-9,AWS Consulting,940
6/14/19,C141,Henry Reyes,542176934-8,Financial Reporting,172
6/26/19,C120,Juan Lawrence,733547075-7,Web Design,147
6/24/19,C245,Anthony Parker,094714157-X,Consulting,281
5/27/19,C256,Aaron Moreno,941254104-X,Element Training,868
5/10/19,C230,Larry Ray,782417101-9,AWS Consulting,493
12/30/19,C204,Fred Bryant,542176934-8,Financial Reporting,96
7/6/19,C056,Aaron Day,782417101-9,AWS Consulting,885
11/4/19,C171,Peter Cook,271951398-9,Power BI Consulting,888
8/31/19,C137,Charles Bell,542176934-8,Financial Reporting,80
6/11/19,C018,Benjamin Kim,949632246-8,Azure Consulting,672
4/25/19,C235,Mark Simmons,733547075-7,Web Design,410
4/12/19,C050,Shawn Torres,847676762-5,Linux Consulting,766
1/29/19,C110,Samuel Price,949632246-8,Azure Consulting,438
4/11/19,C014,Raymond Alexander,847676762-5,Linux Consulting,856
10/28/19,C032,Joshua Ryan,788959641-3,Networking,255
12/14/19,C050,Shawn Torres,271951398-9,Power BI Consulting,280
9/9/19,C157,Aaron Johnson,281914369-5,Web Hosting,79
10/18/19,C059,Douglas Diaz,542176934-8,Financial Reporting,756
6/22/19,C193,Victor Gutierrez,949632246-8,Azure Consulting,403
8/22/19,C058,David Ford,281914369-5,Web Hosting,532
12/26/19,C044,Samuel Fowler,941254104-X,Element Training,426
1/31/19,C212,Wayne Gardner,847676762-5,Linux Consulting,583
4/26/19,C100,Steve Wells,782417101-9,AWS Consulting,533
3/22/19,C102,Philip Bailey,094714157-X,Consulting,582
2/18/19,C158,Daniel Barnes,542176934-8,Financial Reporting,184
3/21/19,C248,Jonathan Cox,941254104-X,Element Training,844
6/11/19,C241,Michael Allen,094714157-X,Consulting,405
7/9/19,C049,Donald Reynolds,782417101-9,AWS Consulting,229
6/23/19,C062,Walter Watson,542176934-8,Financial Reporting,756
9/21/19,C046,Douglas Tucker,271951398-9,Power BI Consulting,831
8/2/19,C012,Nicholas Simmons,733547075-7,Web Design,489
5/18/19,C148,Jerry Andrews,847676762-5,Linux Consulting,87
4/23/19,C015,Jason Duncan,271951398-9,Power BI Consulting,120
4/9/19,C033,Jonathan Hawkins,281914369-5,Web Hosting,288
1/15/19,C057,Joe Rose,847676762-5,Linux Consulting,877
12/20/19,C063,Frank Weaver,542176934-8,Financial Reporting,919
11/24/19,C183,Douglas Greene,847676762-5,Linux Consulting,700
8/21/19,C119,Thomas Duncan,782417101-9,AWS Consulting,349
10/16/19,C199,Eugene Cunningham,733547075-7,Web Design,441
5/30/19,C080,Clarence Greene,094714157-X,Consulting,291
9/26/19,C185,Eric Bowman,941254104-X,Element Training,792
11/26/19,C017,James Castillo,094714157-X,Consulting,790
11/29/19,C068,Todd Davis,271951398-9,Power BI Consulting,155
7/21/19,C009,Victor Martinez,542176934-8,Financial Reporting,243
1/23/19,C018,Benjamin Kim,941254104-X,Element Training,958
11/28/19,C148,Jerry Andrews,281914369-5,Web Hosting,478
3/9/19,C060,Thomas Sims,542176934-8,Financial Reporting,785
2/1/19,C255,Gregory Porter,542176934-8,Financial Reporting,501
8/18/19,C257,Charles Montgomery,949632246-8,Azure Consulting,852
12/16/19,C250,Arthur Webb,941254104-X,Element Training,1000
1/10/19,C257,Charles Montgomery,782417101-9,AWS Consulting,818
11/7/19,C065,Adam Myers,941254104-X,Element Training,762
9/21/19,C219,Charles Fields,733547075-7,Web Design,218
10/7/19,C152,Michael Lane,281914369-5,Web Hosting,733
8/5/19,C198,Victor Dean,847676762-5,Linux Consulting,521
6/5/19,C046,Douglas Tucker,094714157-X,Consulting,281
6/1/19,C137,Charles Bell,733547075-7,Web Design,130
9/2/19,C094,Jeremy Arnold,782417101-9,AWS Consulting,930
3/11/19,C038,Roger Alexander,941254104-X,Element Training,370
12/16/19,C016,Phillip Peters,094714157-X,Consulting,641
2/3/19,C242,Philip Crawford,949632246-8,Azure Consulting,558
1/27/19,C055,Jose Williams,847676762-5,Linux Consulting,277
12/1/19,C186,Henry Stanley,094714157-X,Consulting,689
3/24/19,C080,Clarence Greene,281914369-5,Web Hosting,929
3/21/19,C177,Todd Watson,788959641-3,Networking,131
2/28/19,C199,Eugene Cunningham,271951398-9,Power BI Consulting,488
7/14/19,C226,Billy Kennedy,271951398-9,Power BI Consulting,565
12/27/19,C182,Harold Matthews,271951398-9,Power BI Consulting,1000
5/4/19,C055,Jose Williams,941254104-X,Element Training,85
11/2/19,C079,Michael Lewis,782417101-9,AWS Consulting,373
8/20/19,C009,Victor Martinez,271951398-9,Power BI Consulting,931
7/18/19,C003,Mark Montgomery,949632246-8,Azure Consulting,80
5/13/19,C260,Edward Walker,281914369-5,Web Hosting,594
12/11/19,C001,Jesse Evans,941254104-X,Element Training,944
1/4/19,C013,Bruce Butler,788959641-3,Networking,42
7/27/19,C225,Eric Moore,782417101-9,AWS Consulting,523
1/27/19,C011,Bruce Porter,733547075-7,Web Design,295
9/15/19,C091,Matthew Fernandez,941254104-X,Element Training,951
4/22/19,C201,Steve Sanchez,271951398-9,Power BI Consulting,970
3/13/19,C187,Christopher Wright,733547075-7,Web Design,42
11/20/19,C188,Nicholas Morrison,733547075-7,Web Design,967
6/6/19,C222,Juan Hunt,941254104-X,Element Training,519
11/27/19,C254,Christopher Miller,847676762-5,Linux Consulting,706
5/5/19,C075,Paul Chapman,094714157-X,Consulting,854
11/14/19,C186,Henry Stanley,271951398-9,Power BI Consulting,674
6/19/19,C257,Charles Montgomery,542176934-8,Financial Reporting,117
1/27/19,C132,Roy Carpenter,271951398-9,Power BI Consulting,111
4/11/19,C023,Dennis Ruiz,788959641-3,Networking,442
1/8/19,C081,Eric Ward,542176934-8,Financial Reporting,898
5/28/19,C110,Samuel Price,094714157-X,Consulting,759
5/3/19,C182,Harold Matthews,094714157-X,Consulting,370
6/19/19,C063,Frank Weaver,542176934-8,Financial Reporting,215
10/3/19,C248,Jonathan Cox,542176934-8,Financial Reporting,173
7/17/19,C123,Jeremy Peterson,847676762-5,Linux Consulting,528
2/22/19,C246,Fred Evans,949632246-8,Azure Consulting,681
8/21/19,C154,George Adams,542176934-8,Financial Reporting,678
9/14/19,C242,Philip Crawford,094714157-X,Consulting,726
7/25/19,C200,Jack Phillips,094714157-X,Consulting,162
9/28/19,C168,Benjamin Carpenter,788959641-3,Networking,110
2/11/19,C259,Gregory Jackson,542176934-8,Financial Reporting,772
9/14/19,C118,Sean Olson,788959641-3,Networking,640
7/5/19,C060,Thomas Sims,782417101-9,AWS Consulting,75
4/27/19,C085,Ralph Kelley,281914369-5,Web Hosting,670
5/25/19,C242,Philip Crawford,788959641-3,Networking,407
1/28/19,C240,Carlos Hunt,788959641-3,Networking,986
12/23/19,C076,Eric Armstrong,542176934-8,Financial Reporting,549
5/24/19,C012,Nicholas Simmons,733547075-7,Web Design,836
12/24/19,C080,Clarence Greene,941254104-X,Element Training,288
2/22/19,C098,Louis White,941254104-X,Element Training,442
7/28/19,C082,Edward Wright,542176934-8,Financial Reporting,221
6/19/19,C002,Victor Ramos,949632246-8,Azure Consulting,103
6/11/19,C150,Gregory Ramirez,847676762-5,Linux Consulting,37
12/26/19,C091,Matthew Fernandez,788959641-3,Networking,945
8/13/19,C082,Edward Wright,847676762-5,Linux Consulting,694
11/21/19,C126,Nicholas Williamson,542176934-8,Financial Reporting,835
10/7/19,C262,Victor Lawson,949632246-8,Azure Consulting,468
6/18/19,C215,Joseph Lopez,788959641-3,Networking,844
1/31/19,C239,Walter Woods,847676762-5,Linux Consulting,604
1/13/19,C239,Walter Woods,788959641-3,Networking,558
12/4/19,C074,Eugene Sims,847676762-5,Linux Consulting,238
6/23/19,C130,Keith Murphy,733547075-7,Web Design,65
11/1/19,C140,Billy Evans,733547075-7,Web Design,731
8/28/19,C088,Peter Gilbert,782417101-9,AWS Consulting,188
9/12/19,C099,Jack Stevens,788959641-3,Networking,578
6/29/19,C089,Patrick Rivera,094714157-X,Consulting,614
1/13/19,C226,Billy Kennedy,782417101-9,AWS Consulting,511
7/21/19,C004,Dennis Morris,281914369-5,Web Hosting,742
10/4/19,C148,Jerry Andrews,281914369-5,Web Hosting,467
4/20/19,C084,Richard Hudson,094714157-X,Consulting,463
11/19/19,C143,Justin Rodriguez,281914369-5,Web Hosting,691
6/12/19,C087,Keith James,782417101-9,AWS Consulting,279
1/2/19,C204,Fred Bryant,788959641-3,Networking,880
1/10/19,C116,Brandon Martin,847676762-5,Linux Consulting,433
7/22/19,C037,Paul Holmes,281914369-5,Web Hosting,344
2/16/19,C240,Carlos Hunt,847676762-5,Linux Consulting,913
2/16/19,C050,Shawn Torres,788959641-3,Networking,445
5/30/19,C262,Victor Lawson,788959641-3,Networking,529
5/27/19,C086,Joshua Williams,271951398-9,Power BI Consulting,987
11/4/19,C007,Anthony Simpson,941254104-X,Element Training,361
6/12/19,C011,Bruce Porter,094714157-X,Consulting,182
4/22/19,C024,Adam Hernandez,782417101-9,AWS Consulting,448
6/1/19,C095,Frank Mason,941254104-X,Element Training,158
12/10/19,C064,Philip Wheeler,271951398-9,Power BI Consulting,424
12/24/19,C186,Henry Stanley,271951398-9,Power BI Consulting,640
6/18/19,C106,Justin Graham,271951398-9,Power BI Consulting,326
12/3/19,C200,Jack Phillips,271951398-9,Power BI Consulting,941
10/5/19,C079,Michael Lewis,949632246-8,Azure Consulting,991
10/14/19,C009,Victor Martinez,847676762-5,Linux Consulting,249
7/12/19,C053,David Nguyen,788959641-3,Networking,759
7/14/19,C073,Bruce Hamilton,281914369-5,Web Hosting,142
10/5/19,C065,Adam Myers,788959641-3,Networking,176
7/12/19,C241,Michael Allen,782417101-9,AWS Consulting,802
4/26/19,C161,Fred Romero,949632246-8,Azure Consulting,115
5/12/19,C027,Chris Armstrong,847676762-5,Linux Consulting,262
12/6/19,C224,Andrew Butler,788959641-3,Networking,593
4/23/19,C034,Joshua Little,094714157-X,Consulting,409
5/3/19,C036,Todd Roberts,949632246-8,Azure Consulting,929
6/16/19,C077,Edward Mason,281914369-5,Web Hosting,134
6/3/19,C060,Thomas Sims,733547075-7,Web Design,166
10/1/19,C104,Raymond Burke,733547075-7,Web Design,450
7/16/19,C108,Gerald Henry,847676762-5,Linux Consulting,845
7/12/19,C134,Roy Murphy,094714157-X,Consulting,512
6/5/19,C191,Nicholas Ward,941254104-X,Element Training,858
4/25/19,C190,Victor Rogers,782417101-9,AWS Consulting,986
5/5/19,C058,David Ford,542176934-8,Financial Reporting,477
11/18/19,C248,Jonathan Cox,847676762-5,Linux Consulting,108
5/5/19,C020,Steve Diaz,281914369-5,Web Hosting,957
11/22/19,C258,Daniel Perry,271951398-9,Power BI Consulting,347
11/22/19,C205,Daniel Carroll,941254104-X,Element Training,725
8/18/19,C139,Russell Bailey,271951398-9,Power BI Consulting,692
2/21/19,C205,Daniel Carroll,271951398-9,Power BI Consulting,365
8/14/19,C190,Victor Rogers,271951398-9,Power BI Consulting,848
8/4/19,C060,Thomas Sims,094714157-X,Consulting,344
2/22/19,C106,Justin Graham,094714157-X,Consulting,670
1/8/19,C198,Victor Dean,094714157-X,Consulting,246
12/18/19,C072,Henry Elliott,281914369-5,Web Hosting,41
11/5/19,C108,Gerald Henry,281914369-5,Web Hosting,613
10/3/19,C156,Joshua Anderson,949632246-8,Azure Consulting,680
4/19/19,C055,Jose Williams,733547075-7,Web Design,957
1/19/19,C014,Raymond Alexander,542176934-8,Financial Reporting,841
2/5/19,C233,Justin Butler,733547075-7,Web Design,449
9/19/19,C261,Raymond Allen,733547075-7,Web Design,600
7/14/19,C212,Wayne Gardner,733547075-7,Web Design,223
3/30/19,C039,Anthony Berry,094714157-X,Consulting,325
1/27/19,C051,Carlos Miller,542176934-8,Financial Reporting,587
5/23/19,C140,Billy Evans,949632246-8,Azure Consulting,733
12/11/19,C009,Victor Martinez,949632246-8,Azure Consulting,387
12/16/19,C041,Shawn Wallace,941254104-X,Element Training,354
4/27/19,C098,Louis White,271951398-9,Power BI Consulting,169
9/18/19,C177,Todd Watson,847676762-5,Linux Consulting,286
1/11/19,C225,Eric Moore,847676762-5,Linux Consulting,210
10/7/19,C063,Frank Weaver,271951398-9,Power BI Consulting,780
12/13/19,C189,Ryan Taylor,542176934-8,Financial Reporting,432
11/27/19,C017,James Castillo,847676762-5,Linux Consulting,22
6/19/19,C158,Daniel Barnes,941254104-X,Element Training,650
9/14/19,C126,Nicholas Williamson,281914369-5,Web Hosting,753
9/3/19,C216,Jonathan Freeman,281914369-5,Web Hosting,801
5/26/19,C142,Phillip Harvey,847676762-5,Linux Consulting,256
3/30/19,C026,Jerry Green,949632246-8,Azure Consulting,95
11/5/19,C117,Jason Hudson,094714157-X,Consulting,266
1/20/19,C208,Kevin Kim,782417101-9,AWS Consulting,133
1/24/19,C078,Eugene Brooks,949632246-8,Azure Consulting,65
1/24/19,C022,Joe Hanson,281914369-5,Web Hosting,632
2/27/19,C001,Jesse Evans,949632246-8,Azure Consulting,969
1/11/19,C215,Joseph Lopez,949632246-8,Azure Consulting,161
8/29/19,C090,Brian Warren,941254104-X,Element Training,685
12/25/19,C215,Joseph Lopez,782417101-9,AWS Consulting,826
7/21/19,C113,Adam Riley,542176934-8,Financial Reporting,357
9/1/19,C238,Terry Payne,094714157-X,Consulting,365
7/11/19,C058,David Ford,281914369-5,Web Hosting,307
4/13/19,C261,Raymond Allen,542176934-8,Financial Reporting,521
3/23/19,C187,Christopher Wright,542176934-8,Financial Reporting,926
3/15/19,C238,Terry Payne,949632246-8,Azure Consulting,925
7/17/19,C251,Christopher Ramos,847676762-5,Linux Consulting,904
8/20/19,C227,Ralph Banks,094714157-X,Consulting,974
3/23/19,C035,Carl Nguyen,949632246-8,Azure Consulting,924
4/11/19,C202,Joe Carroll,788959641-3,Networking,41
5/1/19,C062,Walter Watson,271951398-9,Power BI Consulting,579
6/23/19,C172,Joshua Romero,949632246-8,Azure Consulting,337
4/21/19,C028,Stephen Payne,094714157-X,Consulting,75
6/21/19,C019,Shawn Long,733547075-7,Web Design,326
9/19/19,C237,Richard Peterson,271951398-9,Power BI Consulting,875
8/30/19,C046,Douglas Tucker,271951398-9,Power BI Consulting,168
12/19/19,C065,Adam Myers,271951398-9,Power BI Consulting,630
1/25/19,C206,Eric Shaw,271951398-9,Power BI Consulting,724
6/2/19,C162,John Robertson,782417101-9,AWS Consulting,602
